2005000161|喜欢这样看你傻傻的笑|x i h uan zh e y ang k an n i sh a sh a d e x iao SP|C4 C4 B3 B3 C4 C4 B3 B3 C4 C4 B3 B3 C4 C4 D4 D4 E4 E4 D4 D4 rest|0.411390 0.411390 0.217810 0.217810 0.284560 0.284560 0.233700 0.233700 0.255780 0.255780 0.179920 0.179920 0.399940 0.399940 0.698410 0.698410 0.343230 0.343230 0.847130 0.847130 2.251570|0.17593 0.23546 0.05331 0.1645 0.04631 0.23825 0.0721 0.1616 0.04686 0.20892 0.07184 0.10808 0.1402 0.25974 0.22979 0.46862 0.04227 0.30096 0.19912 0.64801 2.25157|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005000162|好想能这样就白头到老|h ao x iang n eng SP zh e y ang AP SP j iu SP b ai SP t ou SP d ao l ao AP SP|E4 E4 A3 A3 C4 C4 rest E4 E4 D4 D4 rest rest D4 D4 rest G3 G3 rest B3 B3 rest D4 D4 C#4/Db4 C#4/Db4 rest rest|0.481310 0.481310 0.664850 0.664850 0.433110 0.433110 0.033320 0.579210 0.579210 0.636560 0.636560 0.273800 0.120280 0.408240 0.408240 0.138200 0.408740 0.408740 0.070400 0.430250 0.430250 0.124510 0.475390 0.475390 0.594530 0.594530 0.277700 0.073550|0.20475 0.27656 0.23288 0.43197 0.09708 0.33603 0.03332 0.10202 0.47719 0.12008 0.51648 0.2738 0.12028 0.09592 0.31232 0.1382 0.05813 0.35061 0.0704 0.0978 0.33245 0.12451 0.03978 0.43561 0.0914 0.50313 0.2777 0.07355|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005000163|最好从下一秒|z ui h ao c ong x ia SP y i m iao SP|E4 E4 A3 A3 E4 E4 D4 D4 rest C4 C4 C4 C4 rest|0.457990 0.457990 0.522160 0.522160 0.486800 0.486800 0.677640 0.677640 0.494540 0.430080 0.430080 0.953480 0.953480 2.130650|0.13267 0.32532 0.18772 0.33444 0.13753 0.34927 0.19715 0.48049 0.49454 0.04618 0.3839 0.21337 0.74011 2.13065|0 0 0 0 0 0 0 0 0 0 0 0 0 0
2005000164|最好从下一秒|z ui h ao c ong x ia SP y i m iao|E4 E4 A3 A3 E4 E4 D4 D4 rest C4 C4 C4 C4|0.453520 0.453520 0.510430 0.510430 0.516300 0.516300 0.813310 0.813310 0.480930 0.337980 0.337980 1.145610 1.145610|0.14554 0.30798 0.2038 0.30663 0.17841 0.33789 0.20902 0.60429 0.48093 0.05691 0.28107 0.22251 0.9231|0 0 0 0 0 0 0 0 0 0 0 0 0
2006000165|他们说怕我们把牛皮吹烂|t a m en sh uo SP p a w o m en b a n iu p i ch ui l an SP AP|A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 rest A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 A#3/Bb3 A#3/Bb3 G#3/Ab3 G#3/Ab3 rest rest|0.380590 0.380590 0.268450 0.268450 0.649090 0.649090 0.201170 0.389740 0.389740 0.146380 0.146380 0.434880 0.434880 0.250180 0.250180 0.317640 0.317640 0.245450 0.245450 0.502670 0.502670 0.652500 0.652500 0.494960 0.413060|0.16481 0.21578 0.1285 0.13995 0.21686 0.43223 0.20117 0.27425 0.11549 0.03787 0.10851 0.16066 0.27422 0.14205 0.10813 0.08905 0.22859 0.15012 0.09533 0.18636 0.31631 0.1469 0.5056 0.49496 0.41306|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000166|长这么大还没|ch ang zh e m e SP d a h ai m ei SP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 F#4/Gb4 F#4/Gb4 rest F4 F4 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest|0.270900 0.270900 0.253470 0.253470 0.193580 0.193580 0.056690 0.385190 0.385190 0.483420 0.483420 0.608270 0.608270 1.104510|0.08319 0.18771 0.17222 0.08125 0.09089 0.10269 0.05669 0.13796 0.24723 0.12209 0.36133 0.20517 0.4031 1.10451|0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000167|活明白|h uo m ing b ai SP AP SP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 D#4/Eb4 D#4/Eb4 rest rest rest|0.535300 0.535300 0.287420 0.287420 1.388760 1.388760 2.104740 0.539230 0.092480|0.23258 0.30272 0.08848 0.19894 0.46459 0.92417 2.10474 0.53923 0.09248|0 0 0 0 0 0 0 0 0
2006000168|他们说这世界不是这么转|t a m en sh uo SP zh e sh i j ie SP b u sh i SP zh e m e SP zh uan SP AP|A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 rest A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 rest G#3/Ab3 G#3/Ab3 rest rest|0.331210 0.331210 0.291980 0.291980 0.632080 0.632080 0.284490 0.141430 0.141430 0.327260 0.327260 0.173260 0.173260 0.058830 0.173260 0.173260 0.189300 0.189300 0.039840 0.479400 0.479400 0.609790 0.609790 0.112300 0.847840 0.847840 0.315140 0.456840|0.14288 0.18833 0.12465 0.16733 0.21764 0.41444 0.28449 0.07721 0.06422 0.16119 0.16607 0.07806 0.0952 0.05883 0.0901 0.08316 0.09837 0.09093 0.03984 0.19734 0.28206 0.13421 0.47558 0.1123 0.17341 0.67443 0.31514 0.45684|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000169|要我们慢慢学会习惯|y ao w o m en m an m an x ve h ui SP AP SP x i SP g uan SP AP SP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 F#4/Gb4 F#4/Gb4 F4 F4 C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest rest rest C#4/Db4 C#4/Db4 rest D#4/Eb4 D#4/Eb4 rest rest rest|0.230490 0.230490 0.254540 0.254540 0.232090 0.232090 0.352940 0.352940 0.301600 0.301600 0.490630 0.490630 0.847330 0.847330 0.402990 0.214200 0.036300 0.462590 0.462590 0.124060 1.440800 1.440800 0.974230 0.459870 0.128270|0.11225 0.11824 0.07268 0.18186 0.08105 0.15104 0.0837 0.26924 0.10947 0.19213 0.19597 0.29466 0.16487 0.68246 0.40299 0.2142 0.0363 0.24273 0.21986 0.12406 0.53869 0.90211 0.97423 0.45987 0.12827|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000170|为兄弟傻为女人痴|w ei x iong d i sh a SP AP w ei n v r en ch i SP AP SP|F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 A#4/Bb4 A#4/Bb4 rest rest D#4/Eb4 D#4/Eb4 D#4/Eb4 D#4/Eb4 A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 rest rest rest|0.136070 0.136070 0.471660 0.471660 0.204270 0.204270 1.687660 1.687660 0.344380 0.431810 0.366750 0.366750 0.280210 0.280210 0.440750 0.440750 1.303520 1.303520 0.565520 0.407820 0.071400|0.06493 0.07114 0.18864 0.28302 0.09569 0.10858 0.27326 1.4144 0.34438 0.43181 0.12831 0.23844 0.07768 0.20253 0.19496 0.24579 0.22055 1.08297 0.56552 0.40782 0.0714|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000171|为梦想狂都是戏里编的谎话|w ei m eng x iang k uang uang uang SP AP SP d ou sh i x i l i SP b ian d e h uang h ua SP AP|F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 F4 F4 D#4/Eb4 C#4/Db4 rest rest rest A#3/Bb3 A#3/Bb3 A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 rest rest|0.248720 0.248720 0.232080 0.232080 0.287700 0.287700 0.433590 0.433590 0.267860 0.917500 0.269510 0.239570 0.114440 0.156760 0.156760 0.291980 0.291980 0.345450 0.345450 0.225840 0.225840 0.079140 0.395720 0.395720 0.195800 0.195800 0.459350 0.459350 0.762560 0.762560 0.573350 0.332790|0.09575 0.15297 0.07551 0.15657 0.09382 0.19388 0.10971 0.32388 0.26786 0.9175 0.26951 0.23957 0.11444 0.03306 0.1237 0.18615 0.10583 0.19151 0.15394 0.07454 0.1513 0.07914 0.25155 0.14417 0.08419 0.11161 0.19837 0.26098 0.12399 0.63857 0.57335 0.33279|0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000172|在现实面前就问一句|z ai x ian sh i m ian q ian SP AP SP j iu w en y i j iu SP AP SP|F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 A#4/Bb4 A#4/Bb4 A#4/Bb4 A#4/Bb4 rest rest rest A#4/Bb4 A#4/Bb4 A#4/Bb4 A#4/Bb4 B4 B4 G#4/Ab4 G#4/Ab4 rest rest rest|0.243740 0.243740 0.260960 0.260960 0.418260 0.418260 0.348660 0.348660 1.273510 1.273510 0.296770 0.360430 0.054540 0.263450 0.263450 0.391440 0.391440 0.606410 0.606410 1.353990 1.353990 0.216220 0.307650 0.066300|0.08745 0.15629 0.10349 0.15747 0.15864 0.25962 0.18795 0.16071 0.13975 1.13376 0.29677 0.36043 0.05454 0.1044 0.15905 0.2447 0.14674 0.11929 0.48712 0.29007 1.06392 0.21622 0.30765 0.0663|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000173|你敢不敢|n i g an b u g an SP AP SP|F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 rest rest rest|0.275760 0.275760 0.460960 0.460960 0.439290 0.439290 3.819080 3.819080 1.724650 0.429950 0.158530|0.08298 0.19278 0.2986 0.16236 0.12246 0.31683 0.83495 2.98413 1.72465 0.42995 0.15853|0 0 0 0 0 0 0 0 0 0 0
2006000174|我敢我敢在人们嘲笑之中默默地干|w o SP g an AP w o o o SP g an AP z ai r en m en ch ao x iao zh i zh ong m o m o SP d i g an|C#5/Db5 C#5/Db5 rest A#4/Bb4 A#4/Bb4 rest C#5/Db5 C#5/Db5 D#5/Eb5 A#4/Bb4 rest A#4/Bb4 A#4/Bb4 rest A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 rest F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4|0.659670 0.659670 0.098360 0.738930 0.738930 0.250790 0.243350 0.243350 0.233920 0.158020 0.102670 0.709880 0.709880 0.257480 0.195720 0.195720 0.229940 0.229940 0.195180 0.195180 0.346520 0.346520 0.317650 0.317650 0.381980 0.381980 0.508020 0.508020 0.196510 0.196510 0.356150 0.356150 0.108020 0.362730 0.362730 0.207640 0.207640|0.24144 0.41823 0.09836 0.38168 0.35725 0.25079 0.05549 0.18786 0.23392 0.15802 0.10267 0.0906 0.61928 0.25748 0.08561 0.11011 0.13715 0.09279 0.08248 0.1127 0.10013 0.24639 0.14171 0.17594 0.10575 0.27623 0.14943 0.35859 0.07959 0.11692 0.14285 0.2133 0.10802 0.13564 0.22709 0.05773 0.14991|0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000175|说干就干在倒下之前只求活个痛快|sh uo SP g an AP j iu iu iu g an AP z ai d ao x ia zh i q ian zh i q iu h uo SP g e t ong k uai AP|C#5/Db5 C#5/Db5 rest A#4/Bb4 A#4/Bb4 rest C#5/Db5 C#5/Db5 D#5/Eb5 A#4/Bb4 A#4/Bb4 A#4/Bb4 rest A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 rest C#5/Db5 C#5/Db5 A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 rest|0.698320 0.698320 0.082350 0.577260 0.577260 0.314430 0.282810 0.282810 0.208930 0.243370 0.703280 0.703280 0.272720 0.289560 0.289560 0.167910 0.167910 0.232090 0.232090 0.274950 0.274950 0.387160 0.387160 0.179660 0.179660 0.309090 0.309090 0.342250 0.342250 0.049190 0.254550 0.254550 0.367810 0.367810 0.439550 0.439550 0.213900|0.19124 0.50708 0.08235 0.13356 0.4437 0.31443 0.14348 0.13933 0.20893 0.24337 0.21587 0.48741 0.27272 0.09432 0.19524 0.0708 0.09711 0.06564 0.16645 0.13088 0.14407 0.11258 0.27458 0.05718 0.12248 0.11852 0.19057 0.10051 0.24174 0.04919 0.04083 0.21372 0.06375 0.30406 0.1748 0.26475 0.2139|0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000176|我敢我敢就算明知在现实中会狼狈不堪|w o g an AP w o o o g an AP j iu s uan m ing zh i z ai x ian sh i zh ong h ui l ang b ei b u SP k an|C#5/Db5 C#5/Db5 A#4/Bb4 A#4/Bb4 rest C#5/Db5 C#5/Db5 D#5/Eb5 A#4/Bb4 A#4/Bb4 A#4/Bb4 rest A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 G#4/Ab4 A#4/Bb4 A#4/Bb4 G#4/Ab4 G#4/Ab4 F#4/Gb4 F#4/Gb4 rest F#4/Gb4 F#4/Gb4|0.729230 0.729230 0.653010 0.653010 0.278070 0.234070 0.234070 0.203580 0.289790 0.690630 0.690630 0.327270 0.194200 0.194200 0.227800 0.227800 0.232080 0.232080 0.202140 0.202140 0.206140 0.206140 0.216040 0.216040 0.245990 0.245990 0.206940 0.206940 0.375400 0.375400 0.310160 0.310160 0.275210 0.275210 0.311230 0.311230 0.080210 0.222700 0.222700|0.22557 0.50366 0.15048 0.50253 0.27807 0.06132 0.17275 0.20358 0.28979 0.16016 0.53047 0.32727 0.10387 0.09033 0.08807 0.13973 0.10753 0.12455 0.08827 0.11387 0.05202 0.15412 0.07436 0.14168 0.08992 0.15607 0.10058 0.10636 0.07204 0.30336 0.1223 0.18786 0.10009 0.17512 0.09091 0.22032 0.08021 0.04689 0.17581|0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000177|说干就干聪明的人又怎能弄明白|sh uo g an AP SP j iu iu iu g an AP c ong m ing d e r en y ou z en n eng n ong m ing b ai ai SP AP|C#5/Db5 C#5/Db5 A#4/Bb4 A#4/Bb4 rest rest C#5/Db5 C#5/Db5 D#5/Eb5 A#4/Bb4 A#4/Bb4 A#4/Bb4 rest C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 C#5/Db5 D#5/Eb5 D#5/Eb5 A#4/Bb4 A#4/Bb4 G#4/Ab4 rest rest|0.819170 0.819170 0.743920 0.743920 0.182890 0.044920 0.273730 0.273730 0.130360 0.297850 0.731900 0.731900 0.248470 0.242780 0.242780 0.314440 0.314440 0.154180 0.154180 0.263180 0.263180 0.166760 0.166760 0.175480 0.175480 0.200000 0.200000 0.204280 0.204280 0.656670 0.656670 0.265430 0.265430 0.626620 0.058820 0.446750|0.2342 0.58497 0.27021 0.47371 0.18289 0.04492 0.09814 0.17559 0.13036 0.29785 0.22248 0.50942 0.24847 0.10282 0.13996 0.15737 0.15707 0.04324 0.11094 0.08937 0.17381 0.0891 0.07766 0.08196 0.09352 0.07862 0.12138 0.12275 0.08153 0.1626 0.49407 0.13004 0.13539 0.62662 0.05882 0.44675|0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
2006000178|我们这群傻子骨子里|w o m en zh e q vn sh a z i AP SP g u z i l i SP|F#4/Gb4 F#4/Gb4 G#4/Ab4 G#4/Ab4 A#4/Bb4 A#4/Bb4 A#4/Bb4 A#4/Bb4 D#4/Eb4 D#4/Eb4 F#4/Gb4 F#4/Gb4 rest rest C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 rest|0.276410 0.276410 0.161360 0.161360 0.347110 0.347110 0.597060 0.597060 0.509500 0.509500 0.420950 0.420950 0.184960 0.073040 0.203450 0.203450 0.260990 0.260990 0.442360 0.442360 0.155300|0.04667 0.22974 0.07386 0.0875 0.16601 0.1811 0.20387 0.39319 0.30477 0.20473 0.13955 0.2814 0.18496 0.07304 0.04275 0.1607 0.06778 0.19321 0.15733 0.28503 0.1553|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000179|的燃|d e r an SP AP SP|F#4/Gb4 F#4/Gb4 F#4/Gb4 F#4/Gb4 rest rest rest|0.100720 0.100720 1.745320 1.745320 1.915810 0.545450 0.110160|0.02289 0.07783 0.21951 1.52581 1.91581 0.54545 0.11016|0 0 0 0 0 0 0
2006000180|他们说怕我们把牛皮吹烂|t a m en sh uo SP p a w o m en b a n iu SP p i ch ui l an SP AP SP|A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 C#4/Db4 C#4/Db4 rest A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 A#3/Bb3 A#3/Bb3 C#4/Db4 C#4/Db4 rest D#4/Eb4 D#4/Eb4 A#3/Bb3 A#3/Bb3 G#3/Ab3 G#3/Ab3 rest rest rest|0.339330 0.339330 0.279890 0.279890 0.646250 0.646250 0.224560 0.251520 0.251520 0.240760 0.240760 0.448840 0.448840 0.229960 0.229960 0.298050 0.298050 0.068030 0.211460 0.211460 0.613460 0.613460 0.531300 0.531300 0.641450 0.270400 0.054060|0.11287 0.22646 0.09591 0.18398 0.19786 0.44839 0.22456 0.05943 0.19209 0.12716 0.1136 0.17846 0.27038 0.16154 0.06842 0.16945 0.1286 0.06803 0.12574 0.08572 0.18345 0.43001 0.1584 0.3729 0.64145 0.2704 0.05406|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000181|长这么大还没|zh ang zh e m e d a h ai m ei SP AP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 F#4/Gb4 F#4/Gb4 F4 F4 C#4/Db4 C#4/Db4 A#3/Bb3 A#3/Bb3 rest rest|0.256650 0.256650 0.253870 0.253870 0.226190 0.226190 0.272370 0.272370 0.558100 0.558100 0.830180 0.830180 0.463510 0.260340|0.06962 0.18703 0.13847 0.1154 0.08491 0.14128 0.11224 0.16013 0.15598 0.40212 0.08301 0.74717 0.46351 0.26034|0 0 0 0 0 0 0 0 0 0 0 0 0 0
2006000182|活明白|h uo m ing SP b ai SP AP SP|C#4/Db4 C#4/Db4 D#4/Eb4 D#4/Eb4 rest D#4/Eb4 D#4/Eb4 rest rest rest|0.449080 0.449080 0.333390 0.333390 0.072450 1.476970 1.476970 2.354080 0.404660 0.140190|0.20261 0.24647 0.14789 0.1855 0.07245 0.52451 0.95246 2.35408 0.40466 0.14019|0 0 0 0 0 0 0 0 0 0
